"Step","seed0_date2024-12-14_11-54-03 - win_rate","seed0_date2024-12-14_11-54-03 - win_rate__MIN","seed0_date2024-12-14_11-54-03 - win_rate__MAX","seed2_date2024-12-14_11-54-48 - win_rate","seed2_date2024-12-14_11-54-48 - win_rate__MIN","seed2_date2024-12-14_11-54-48 - win_rate__MAX","seed4_date2024-12-14_22-39-52 - win_rate","seed4_date2024-12-14_22-39-52 - win_rate__MIN","seed4_date2024-12-14_22-39-52 - win_rate__MAX","seed1_date2024-12-13_02-24-37 - win_rate","seed1_date2024-12-13_02-24-37 - win_rate__MIN","seed1_date2024-12-13_02-24-37 - win_rate__MAX","seed3_date2024-12-14_22-27-12 - win_rate","seed3_date2024-12-14_22-27-12 - win_rate__MIN","seed3_date2024-12-14_22-27-12 - win_rate__MAX"
"450259","0","0","0","","","","","","","","","","","",""
"450293","","","","","","","","","","0","0","0","","",""
"450378","","","","0","0","0","","","","","","","","",""
"450506","","","","","","","0","0","0","","","","","",""
"460246","","","","","","","0","0","0","","","","","",""
"460272","","","","0","0","0","","","","","","","","",""
"460289","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"460464","","","","","","","","","","","","","0","0","0"
"460583","0","0","0","","","","","","","","","","","",""
"470222","","","","","","","","","","0","0","0","","",""
"470225","0","0","0","","","","","","","","","","","",""
"470226","","","","0","0","0","","","","","","","","",""
"470249","","","","","","","","","","","","","0","0","0"
"470287","","","","","","","0","0","0","","","","","",""
"480248","","","","","","","","","","0","0","0","","",""
"480255","","","","0","0","0","","","","","","","","",""
"480263","0","0","0","","","","","","","","","","","",""
"480273","","","","","","","","","","","","","0","0","0"
"480322","","","","","","","0","0","0","","","","","",""
"490231","","","","","","","0","0","0","","","","","",""
"490251","","","","","","","","","","","","","0","0","0"
"490255","","","","","","","","","","0.0625","0.0625","0.0625","","",""
"490279","0","0","0","","","","","","","","","","","",""
"490286","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"500255","0","0","0","0","0","0","","","","","","","","",""
"500290","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"500295","","","","","","","","","","0","0","0","","",""
"500600","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"510232","","","","","","","0","0","0","","","","","",""
"510245","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"510263","","","","","","","","","","","","","0","0","0"
"510309","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"510500","0","0","0","","","","","","","","","","","",""
"520246","","","","0","0","0","","","","","","","","",""
"520254","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"520267","0","0","0","","","","","","","","","","","",""
"520307","","","","","","","","","","","","","0","0","0"
"520360","","","","","","","0","0","0","","","","","",""
"530244","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"530246","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"530251","","","","","","","0","0","0","","","","","",""
"530333","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"530429","","","","","","","","","","","","","0","0","0"
"540231","","","","0","0","0","","","","","","","","",""
"540238","0","0","0","","","","","","","","","","","",""
"540253","","","","","","","0","0","0","","","","","",""
"540267","","","","","","","","","","","","","0","0","0"
"540416","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"550243","","","","0","0","0","","","","","","","","",""
"550319","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"550403","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"550467","0","0","0","","","","","","","","","","","",""
"550589","","","","","","","","","","","","","0","0","0"
"560236","0","0","0","","","","","","","","","","","",""
"560254","","","","","","","0","0","0","","","","","",""
"560259","","","","0","0","0","","","","","","","","",""
"560428","","","","","","","","","","","","","0","0","0"
"560483","","","","","","","","","","0","0","0","","",""
"570247","0","0","0","","","","","","","","","","","",""
"570290","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"570296","","","","","","","0","0","0","","","","","",""
"570309","","","","","","","","","","","","","0","0","0"
"570416","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"580300","","","","","","","0","0","0","","","","","",""
"580320","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"580359","","","","","","","","","","0.0625","0.0625","0.0625","","",""
"580377","","","","","","","","","","","","","0","0","0"
"580516","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"590238","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"590251","","","","","","","0","0","0","","","","","",""
"590260","","","","","","","","","","0","0","0","","",""
"590341","","","","","","","","","","","","","0","0","0"
"590364","0","0","0","","","","","","","","","","","",""
"600221","0","0","0","","","","","","","","","","","",""
"600259","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"600282","","","","","","","","","","0","0","0","","",""
"600291","","","","0","0","0","","","","","","","","",""
"600336","","","","","","","0","0","0","","","","","",""
"610236","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"610257","","","","","","","","","","0.09375","0.09375","0.09375","","",""
"610279","0","0","0","","","","","","","","","","","",""
"610437","","","","","","","0.0625","0.0625","0.0625","","","","","",""
"610510","","","","","","","","","","","","","0","0","0"
"620277","","","","","","","","","","0.125","0.125","0.125","","",""
"620280","","","","0.09375","0.09375","0.09375","","","","","","","","",""
"620281","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"620293","0","0","0","","","","","","","","","","","",""
"620334","","","","","","","0.0625","0.0625","0.0625","","","","","",""
"630272","","","","","","","","","","0.15625","0.15625","0.15625","","",""
"630286","0","0","0","","","","","","","","","","","",""
"630305","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"630361","","","","","","","","","","","","","0","0","0"
"630489","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"640245","0","0","0","","","","","","","","","","","",""
"640257","","","","","","","","","","0","0","0","","",""
"640303","","","","","","","0.0625","0.0625","0.0625","","","","","",""
"640334","","","","","","","","","","","","","0","0","0"
"640598","","","","0.125","0.125","0.125","","","","","","","","",""
"650238","0","0","0","","","","","","","","","","","",""
"650283","","","","0.0625","0.0625","0.0625","","","","","","","","",""
"650302","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"650422","","","","","","","0.15625","0.15625","0.15625","","","","","",""
"650565","","","","","","","","","","","","","0","0","0"
"660222","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"660231","0","0","0","","","","","","","","","","","",""
"660237","","","","0.125","0.125","0.125","","","","","","","","",""
"660270","","","","","","","","","","","","","0","0","0"
"660305","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"670249","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"670252","","","","","","","0.15625","0.15625","0.15625","","","","","",""
"670277","","","","","","","","","","","","","0","0","0"
"670292","","","","","","","","","","0","0","0","","",""
"670307","","","","0.0625","0.0625","0.0625","","","","","","","","",""
"680237","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"680252","","","","0.0625","0.0625","0.0625","","","","","","","","",""
"680291","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"680306","","","","","","","0.0625","0.0625","0.0625","","","","","",""
"680410","","","","","","","","","","","","","0","0","0"
"690232","","","","","","","","","","","","","0","0","0"
"690234","","","","","","","","","","0.09375","0.09375","0.09375","","",""
"690266","","","","0","0","0","","","","","","","","",""
"690307","","","","","","","0.1875","0.1875","0.1875","","","","","",""
"690612","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"700240","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"700246","","","","","","","0.15625","0.15625","0.15625","","","","","",""
"700259","","","","","","","","","","","","","0","0","0"
"700302","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"700479","0","0","0","","","","","","","","","","","",""
"710229","","","","","","","","","","","","","0","0","0"
"710255","0","0","0","","","","","","","","","","","",""
"710335","","","","","","","","","","0.15625","0.15625","0.15625","","",""
"710417","","","","0","0","0","","","","","","","","",""
"710474","","","","","","","0.09375","0.09375","0.09375","","","","","",""
"720229","","","","","","","","","","","","","0","0","0"
"720258","","","","","","","0","0","0","","","","","",""
"720259","0","0","0","","","","","","","","","","","",""
"720303","","","","","","","","","","0.125","0.125","0.125","","",""
"720315","","","","0.125","0.125","0.125","","","","","","","","",""
"730229","","","","","","","","","","","","","0","0","0"
"730240","0","0","0","","","","","","","","","","","",""
"730253","","","","","","","","","","0.125","0.125","0.125","","",""
"730289","","","","0.09375","0.09375","0.09375","","","","","","","","",""
"730303","","","","","","","0.09375","0.09375","0.09375","","","","","",""
"740245","","","","0.0625","0.0625","0.0625","","","","","","","","",""
"740251","","","","","","","","","","","","","0","0","0"
"740256","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"740312","","","","","","","","","","0.28125","0.28125","0.28125","","",""
"740593","","","","","","","0","0","0","","","","","",""
"750238","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"750267","","","","0","0","0","","","","","","","","",""
"750308","","","","","","","","","","0.125","0.125","0.125","","",""
"750348","","","","","","","0.125","0.125","0.125","","","","","",""
"750553","","","","","","","","","","","","","0","0","0"
"760239","","","","","","","","","","","","","0","0","0"
"760252","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"760266","","","","","","","0.125","0.125","0.125","","","","","",""
"760271","","","","","","","","","","0.28125","0.28125","0.28125","","",""
"760292","","","","0.15625","0.15625","0.15625","","","","","","","","",""
"770252","","","","","","","0.15625","0.15625","0.15625","","","","","",""
"770279","","","","","","","","","","","","","0","0","0"
"770292","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"770322","","","","","","","","","","0.375","0.375","0.375","","",""
"770408","0","0","0","","","","","","","","","","","",""
"780222","","","","","","","","","","","","","0","0","0"
"780238","","","","","","","","","","0.375","0.375","0.375","","",""
"780262","","","","","","","0.21875","0.21875","0.21875","","","","","",""
"780289","","","","0.09375","0.09375","0.09375","","","","","","","","",""
"780297","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"790246","","","","","","","","","","","","","0","0","0"
"790274","","","","","","","0.34375","0.34375","0.34375","","","","","",""
"790290","","","","0.15625","0.15625","0.15625","","","","","","","","",""
"790299","","","","","","","","","","0.1875","0.1875","0.1875","","",""
"790574","0","0","0","","","","","","","","","","","",""
"800241","","","","","","","","","","","","","0","0","0"
"800243","","","","","","","0","0","0","","","","","",""
"800261","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"800263","","","","","","","","","","0.375","0.375","0.375","","",""
"800376","","","","0","0","0","","","","","","","","",""
"810220","","","","","","","","","","0.28125","0.28125","0.28125","","",""
"810242","","","","0","0","0","","","","","","","","",""
"810267","","","","","","","","","","","","","0","0","0"
"810308","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"810313","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"820224","","","","","","","","","","","","","0","0","0"
"820226","","","","","","","","","","0.71875","0.71875","0.71875","","",""
"820259","","","","0.125","0.125","0.125","","","","","","","","",""
"820263","0","0","0","","","","","","","","","","","",""
"820410","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"830220","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"830222","","","","","","","","","","0.5625","0.5625","0.5625","","",""
"830225","","","","0.09375","0.09375","0.09375","","","","","","","","",""
"830379","","","","","","","0","0","0","","","","","",""
"830416","","","","","","","","","","","","","0","0","0"
"840236","","","","0.125","0.125","0.125","","","","","","","","",""
"840245","","","","","","","","","","0.5625","0.5625","0.5625","","",""
"840253","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"840401","","","","","","","","","","","","","0","0","0"
"840536","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"850235","","","","0.15625","0.15625","0.15625","","","","","","","","",""
"850295","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"850312","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"850318","","","","","","","","","","0.78125","0.78125","0.78125","","",""
"850571","","","","","","","","","","","","","0","0","0"
"860322","","","","","","","","","","0.46875","0.46875","0.46875","","",""
"860348","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"860358","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"860500","","","","","","","0","0","0","","","","","",""
"860570","","","","","","","","","","","","","0","0","0"
"870236","","","","","","","","","","","","","0","0","0"
"870252","","","","","","","0","0","0","","","","","",""
"870261","","","","","","","","","","0.71875","0.71875","0.71875","","",""
"870270","","","","0.125","0.125","0.125","","","","","","","","",""
"870314","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"880248","","","","","","","","","","","","","0","0","0"
"880318","","","","","","","0.0625","0.0625","0.0625","","","","","",""
"880336","0.21875","0.21875","0.21875","","","","","","","","","","","",""
"880367","","","","","","","","","","0.34375","0.34375","0.34375","","",""
"880443","","","","0.0625","0.0625","0.0625","","","","","","","","",""
"890248","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"890250","","","","0.125","0.125","0.125","","","","","","","","",""
"890301","","","","","","","","","","0.21875","0.21875","0.21875","","",""
"890308","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"890365","","","","","","","","","","","","","0","0","0"
"900238","","","","","","","","","","","","","0","0","0"
"900244","","","","","","","0","0","0","","","","","",""
"900247","","","","","","","","","","0.625","0.625","0.625","","",""
"900276","","","","0.0625","0.0625","0.0625","","","","","","","","",""
"900297","0.125","0.125","0.125","","","","","","","","","","","",""
"910220","","","","0.09375","0.09375","0.09375","","","","","","","","",""
"910225","0.59375","0.59375","0.59375","","","","","","","","","","","",""
"910258","","","","","","","","","","","","","0","0","0"
"910262","","","","","","","","","","0.75","0.75","0.75","","",""
"910306","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"920226","","","","","","","","","","0.4375","0.4375","0.4375","","",""
"920230","0.34375","0.34375","0.34375","","","","","","","","","","","",""
"920251","","","","","","","","","","","","","0","0","0"
"920279","","","","","","","0","0","0","","","","","",""
"920297","","","","0.1875","0.1875","0.1875","","","","","","","","",""
"930235","","","","0.25","0.25","0.25","","","","","","","","",""
"930271","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"930295","0.28125","0.28125","0.28125","","","","","","","","","","","",""
"930348","","","","","","","","","","","","","0","0","0"
"930375","","","","","","","","","","0.625","0.625","0.625","","",""
"940220","0.34375","0.34375","0.34375","","","","","","","","","","","",""
"940258","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"940303","","","","","","","0.15625","0.15625","0.15625","","","","","",""
"940307","","","","","","","","","","0.78125","0.78125","0.78125","","",""
"940355","","","","0.28125","0.28125","0.28125","","","","","","","","",""
"950229","","","","0.4375","0.4375","0.4375","","","","","","","","",""
"950249","","","","","","","0.15625","0.15625","0.15625","","","","","",""
"950253","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"950268","","","","","","","","","","0.375","0.375","0.375","","",""
"950281","0.46875","0.46875","0.46875","","","","","","","","","","","",""
"960273","","","","","","","0.09375","0.09375","0.09375","","","","","",""
"960274","","","","","","","","","","","","","0","0","0"
"960282","","","","0.3125","0.3125","0.3125","","","","","","","","",""
"960328","","","","","","","","","","0.75","0.75","0.75","","",""
"960334","0.6875","0.6875","0.6875","","","","","","","","","","","",""
"970232","","","","","","","","","","","","","0","0","0"
"970239","","","","","","","0.125","0.125","0.125","","","","","",""
"970266","","","","0","0","0","","","","","","","","",""
"970293","0.25","0.25","0.25","","","","","","","","","","","",""
"970324","","","","","","","","","","0.5625","0.5625","0.5625","","",""
"980246","0.46875","0.46875","0.46875","","","","","","","","","","","",""
"980311","","","","","","","","","","0.53125","0.53125","0.53125","","",""
"980312","","","","0","0","0","","","","","","","","",""
"980400","","","","","","","0.125","0.125","0.125","","","","","",""
"980495","","","","","","","","","","","","","0","0","0"
"990281","","","","0.53125","0.53125","0.53125","","","","","","","","",""
"990315","","","","","","","0.3125","0.3125","0.3125","","","","","",""
"990323","","","","","","","","","","0.71875","0.71875","0.71875","","",""
"990383","0.5","0.5","0.5","","","","","","","","","","","",""
"990549","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"1000232","","","","","","","","","","","","","0","0","0"
"1000246","","","","","","","","","","0.75","0.75","0.75","","",""
"1000254","","","","","","","0.1875","0.1875","0.1875","","","","","",""
"1000380","0.5625","0.5625","0.5625","","","","","","","","","","","",""
"1000531","","","","0","0","0","","","","","","","","",""
"1010235","","","","0.375","0.375","0.375","","","","","","","","",""
"1010236","","","","","","","","","","0.75","0.75","0.75","","",""
"1010265","0.375","0.375","0.375","","","","","","","","","","","",""
"1010287","","","","","","","0.1875","0.1875","0.1875","","","","","",""
"1010482","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"1020233","","","","","","","0.34375","0.34375","0.34375","","","","","",""
"1020241","","","","0.28125","0.28125","0.28125","","","","","","","","",""
"1020250","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"1020252","0.625","0.625","0.625","","","","","","","","","","","",""
"1020259","","","","","","","","","","0.46875","0.46875","0.46875","","",""
"1030226","","","","0.3125","0.3125","0.3125","","","","","","","","",""
"1030251","0.34375","0.34375","0.34375","","","","","","","","","","","",""
"1030267","","","","","","","0.25","0.25","0.25","","","","","",""
"1030286","","","","","","","","","","","","","0.0625","0.0625","0.0625"
