"Step","seed1_date2024-12-03_23-33-26 - win_rate","seed1_date2024-12-03_23-33-26 - win_rate__MIN","seed1_date2024-12-03_23-33-26 - win_rate__MAX","seed5_date2024-12-03_23-32-37 - win_rate","seed5_date2024-12-03_23-32-37 - win_rate__MIN","seed5_date2024-12-03_23-32-37 - win_rate__MAX","seed4_date2024-12-03_23-32-23 - win_rate","seed4_date2024-12-03_23-32-23 - win_rate__MIN","seed4_date2024-12-03_23-32-23 - win_rate__MAX","seed2_date2024-12-03_23-33-12 - win_rate","seed2_date2024-12-03_23-33-12 - win_rate__MIN","seed2_date2024-12-03_23-33-12 - win_rate__MAX","seed3_date2024-12-03_23-32-56 - win_rate","seed3_date2024-12-03_23-32-56 - win_rate__MIN","seed3_date2024-12-03_23-32-56 - win_rate__MAX"
"130695","","","","","","","0","0","0","","","","","",""
"140606","","","","","","","","","","","","","0","0","0"
"140610","","","","","","","0","0","0","","","","","",""
"140619","","","","0","0","0","","","","","","","","",""
"140638","","","","","","","","","","0","0","0","","",""
"140739","0","0","0","","","","","","","","","","","",""
"150601","","","","","","","","","","","","","0","0","0"
"150624","","","","0","0","0","","","","","","","","",""
"150625","","","","","","","","","","0","0","0","","",""
"150641","","","","","","","0","0","0","","","","","",""
"150678","0","0","0","","","","","","","","","","","",""
"160602","0","0","0","","","","","","","","","","","",""
"160608","","","","","","","","","","0","0","0","","",""
"160614","","","","","","","","","","","","","0","0","0"
"160624","","","","","","","0","0","0","","","","","",""
"160645","","","","0","0","0","","","","","","","","",""
"170612","0","0","0","","","","","","","","","","","",""
"170614","","","","","","","0","0","0","","","","","",""
"170616","","","","","","","","","","","","","0","0","0"
"170627","","","","","","","","","","0","0","0","","",""
"170634","","","","0","0","0","","","","","","","","",""
"180625","0","0","0","","","","","","","","","","","",""
"180629","","","","","","","0","0","0","","","","","",""
"180630","","","","","","","","","","","","","0","0","0"
"180637","","","","0","0","0","","","","","","","","",""
"180643","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"190601","","","","","","","","","","","","","0","0","0"
"190617","0","0","0","0","0","0","","","","","","","","",""
"190630","","","","","","","","","","0","0","0","","",""
"190647","","","","","","","0","0","0","","","","","",""
"200604","","","","0","0","0","0","0","0","","","","","",""
"200631","0","0","0","","","","","","","","","","","",""
"200633","","","","","","","","","","0","0","0","","",""
"200649","","","","","","","","","","","","","0","0","0"
"210605","","","","","","","","","","0","0","0","","",""
"210617","","","","","","","0","0","0","","","","0","0","0"
"210631","","","","0","0","0","","","","","","","","",""
"210651","0","0","0","","","","","","","","","","","",""
"220602","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"220604","","","","0","0","0","","","","","","","","",""
"220625","","","","","","","0","0","0","","","","","",""
"220634","","","","","","","","","","0","0","0","","",""
"220644","0","0","0","","","","","","","","","","","",""
"230608","","","","","","","0","0","0","","","","","",""
"230617","0","0","0","","","","","","","","","","","",""
"230625","","","","","","","","","","","","","0","0","0"
"230638","","","","0","0","0","","","","","","","","",""
"230735","","","","","","","","","","0","0","0","","",""
"240614","","","","","","","0","0","0","","","","","",""
"240620","","","","0","0","0","","","","","","","","",""
"240621","","","","","","","","","","0","0","0","","",""
"240627","0","0","0","","","","","","","","","","","",""
"240768","","","","","","","","","","","","","0","0","0"
"250600","","","","0","0","0","","","","","","","","",""
"250605","","","","","","","","","","","","","0","0","0"
"250618","","","","","","","0","0","0","","","","","",""
"250640","","","","","","","","","","0","0","0","","",""
"250709","0","0","0","","","","","","","","","","","",""
"260603","","","","0","0","0","","","","","","","","",""
"260609","","","","","","","","","","0","0","0","","",""
"260622","","","","","","","","","","","","","0","0","0"
"260648","0","0","0","","","","","","","","","","","",""
"260732","","","","","","","0","0","0","","","","","",""
"270603","","","","0","0","0","","","","","","","","",""
"270606","0","0","0","","","","","","","","","","","",""
"270639","","","","","","","","","","0","0","0","","",""
"270646","","","","","","","0","0","0","","","","0.03125","0.03125","0.03125"
"280606","0","0","0","","","","","","","","","","","",""
"280610","","","","","","","0","0","0","","","","","",""
"280623","","","","0","0","0","","","","","","","","",""
"280626","","","","","","","","","","0","0","0","","",""
"280641","","","","","","","","","","","","","0","0","0"
"290623","","","","","","","0","0","0","","","","","",""
"290633","","","","","","","","","","0","0","0","","",""
"290637","0","0","0","","","","","","","","","","","",""
"290645","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"290740","","","","0","0","0","","","","","","","","",""
"300600","","","","","","","0","0","0","0","0","0","","",""
"300630","","","","0","0","0","","","","","","","","",""
"300634","","","","","","","","","","","","","0","0","0"
"300717","0","0","0","","","","","","","","","","","",""
"310603","","","","","","","0","0","0","","","","","",""
"310628","0","0","0","","","","","","","","","","","",""
"310652","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"310710","","","","0","0","0","","","","","","","","",""
"310748","","","","","","","","","","0","0","0","","",""
"320620","0","0","0","","","","","","","","","","","",""
"320623","","","","","","","","","","","","","0","0","0"
"320662","","","","","","","","","","0","0","0","","",""
"320684","","","","","","","0","0","0","","","","","",""
"320707","","","","0","0","0","","","","","","","","",""
"330628","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"330644","","","","0","0","0","","","","","","","","",""
"330669","","","","","","","0","0","0","","","","","",""
"330688","0","0","0","","","","","","","","","","","",""
"330742","","","","","","","","","","0","0","0","","",""
"340624","","","","","","","0","0","0","","","","","",""
"340635","","","","","","","","","","0","0","0","","",""
"340640","","","","0","0","0","","","","","","","","",""
"340643","","","","","","","","","","","","","0","0","0"
"340645","0","0","0","","","","","","","","","","","",""
"350604","0","0","0","","","","","","","","","","","",""
"350612","","","","0","0","0","","","","","","","","",""
"350624","","","","","","","0","0","0","","","","","",""
"350661","","","","","","","","","","0","0","0","","",""
"350693","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"360628","","","","","","","0","0","0","","","","","",""
"360636","","","","","","","","","","","","","0","0","0"
"360661","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"360713","0","0","0","","","","","","","","","","","",""
"360739","","","","","","","","","","0","0","0","","",""
"370603","","","","","","","","","","0","0","0","0","0","0"
"370626","0","0","0","","","","","","","","","","","",""
"370704","","","","0","0","0","","","","","","","","",""
"370741","","","","","","","0","0","0","","","","","",""
"380609","","","","0","0","0","","","","","","","","",""
"380614","","","","","","","","","","","","","0","0","0"
"380644","","","","","","","","","","0","0","0","","",""
"380690","0","0","0","","","","","","","","","","","",""
"380767","","","","","","","0","0","0","","","","","",""
"390605","","","","0","0","0","","","","","","","","",""
"390634","","","","","","","","","","0","0","0","","",""
"390643","","","","","","","0","0","0","","","","","",""
"390662","0","0","0","","","","","","","","","","","",""
"390663","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"400600","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"400607","","","","","","","0","0","0","","","","","",""
"400625","","","","0","0","0","","","","","","","","",""
"400662","","","","","","","","","","0","0","0","","",""
"400709","0","0","0","","","","","","","","","","","",""
"410602","","","","","","","","","","0","0","0","","",""
"410637","","","","0","0","0","","","","","","","","",""
"410640","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"410694","","","","","","","0","0","0","","","","","",""
"410720","0","0","0","","","","","","","","","","","",""
"420618","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"420666","0","0","0","","","","0","0","0","","","","","",""
"420712","","","","","","","","","","0","0","0","","",""
"420734","","","","0","0","0","","","","","","","","",""
"430618","","","","","","","","","","0","0","0","","",""
"430673","","","","","","","","","","","","","0","0","0"
"430703","","","","0","0","0","","","","","","","","",""
"430709","0","0","0","","","","","","","","","","","",""
"430720","","","","","","","0","0","0","","","","","",""
"440608","","","","","","","","","","0","0","0","","",""
"440634","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"440658","","","","0","0","0","","","","","","","","",""
"440665","","","","","","","0","0","0","","","","","",""
"440746","0","0","0","","","","","","","","","","","",""
"450607","","","","","","","","","","","","","0","0","0"
"450619","","","","","","","","","","0","0","0","","",""
"450643","","","","0","0","0","","","","","","","","",""
"450655","0","0","0","","","","","","","","","","","",""
"450678","","","","","","","0","0","0","","","","","",""
"460623","","","","","","","","","","0","0","0","","",""
"460634","","","","0","0","0","","","","","","","","",""
"460639","","","","","","","0","0","0","","","","","",""
"460643","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"460647","0","0","0","","","","","","","","","","","",""
"470622","","","","","","","","","","","","","0","0","0"
"470640","","","","0","0","0","","","","","","","","",""
"470654","","","","","","","0","0","0","","","","","",""
"470704","","","","","","","","","","0","0","0","","",""
"470710","0","0","0","","","","","","","","","","","",""
"480621","","","","","","","","","","","","","0","0","0"
"480631","","","","","","","","","","0","0","0","","",""
"480637","0","0","0","","","","","","","","","","","",""
"480719","","","","","","","0","0","0","","","","","",""
"480730","","","","0","0","0","","","","","","","","",""
"490623","","","","","","","","","","0","0","0","","",""
"490626","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"490633","0","0","0","","","","","","","","","","","",""
"490725","","","","0","0","0","","","","","","","","",""
"490741","","","","","","","0","0","0","","","","","",""
"500614","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"500626","0","0","0","0","0","0","","","","","","","","",""
"500641","","","","","","","0","0","0","","","","","",""
"500649","","","","","","","","","","0","0","0","","",""
"510618","","","","","","","","","","","","","0","0","0"
"510631","","","","","","","","","","0","0","0","","",""
"510643","","","","0","0","0","","","","","","","","",""
"510730","0","0","0","","","","","","","","","","","",""
"510746","","","","","","","0","0","0","","","","","",""
"520611","","","","","","","0","0","0","","","","","",""
"520623","","","","","","","","","","0","0","0","","",""
"520625","","","","","","","","","","","","","0","0","0"
"520691","","","","0","0","0","","","","","","","","",""
"520739","0","0","0","","","","","","","","","","","",""
"530600","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"530603","","","","","","","","","","0","0","0","","",""
"530609","","","","","","","0","0","0","","","","","",""
"530617","","","","0","0","0","","","","","","","","",""
"530638","0","0","0","","","","","","","","","","","",""
"540611","","","","","","","","","","0","0","0","","",""
"540657","","","","","","","","","","","","","0","0","0"
"540682","","","","0","0","0","","","","","","","","",""
"540707","0","0","0","","","","","","","","","","","",""
"540716","","","","","","","0","0","0","","","","","",""
"550606","0","0","0","","","","","","","","","","","",""
"550619","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"550626","","","","0","0","0","","","","","","","","",""
"550688","","","","","","","0","0","0","","","","","",""
"550710","","","","","","","","","","0","0","0","","",""
"560610","","","","","","","0","0","0","","","","","",""
"560614","0","0","0","","","","","","","","","","","",""
"560630","","","","","","","","","","","","","0.125","0.125","0.125"
"560655","","","","","","","","","","0","0","0","","",""
"560759","","","","0","0","0","","","","","","","","",""
"570604","","","","","","","0","0","0","","","","","",""
"570611","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"570620","","","","0","0","0","","","","","","","","",""
"570639","0","0","0","","","","","","","","","","","",""
"570670","","","","","","","","","","0","0","0","","",""
"580613","","","","","","","","","","","","","0","0","0"
"580625","","","","","","","0","0","0","","","","","",""
"580655","","","","","","","","","","0","0","0","","",""
"580691","0","0","0","","","","","","","","","","","",""
"580727","","","","0","0","0","","","","","","","","",""
"590624","","","","","","","","","","0","0","0","","",""
"590642","","","","0","0","0","","","","","","","0.125","0.125","0.125"
"590658","","","","","","","0","0","0","","","","","",""
"590678","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"600613","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"600652","","","","","","","0","0","0","","","","","",""
"600677","","","","","","","","","","0","0","0","","",""
"600691","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"600762","","","","0","0","0","","","","","","","","",""
"610602","","","","","","","","","","0","0","0","","",""
"610630","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"610634","","","","0","0","0","","","","","","","","",""
"610684","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"610768","","","","","","","0","0","0","","","","","",""
"620619","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"620623","","","","0","0","0","","","","","","","","",""
"620625","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"620635","","","","","","","","","","0","0","0","","",""
"620683","","","","","","","0","0","0","","","","","",""
"630626","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"630677","","","","","","","","","","0","0","0","","",""
"630687","","","","","","","","","","","","","0.125","0.125","0.125"
"630720","","","","","","","0","0","0","","","","","",""
"630734","","","","0","0","0","","","","","","","","",""
"640623","","","","0","0","0","","","","","","","","",""
"640637","0","0","0","","","","","","","","","","","",""
"640640","","","","","","","0","0","0","","","","","",""
"640652","","","","","","","","","","0","0","0","","",""
"640676","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"650610","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"650624","","","","","","","0","0","0","","","","","",""
"650625","","","","","","","","","","0","0","0","","",""
"650682","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"650745","","","","0","0","0","","","","","","","","",""
"660655","","","","","","","0","0","0","","","","","",""
"660674","","","","","","","","","","","","","0.15625","0.15625","0.15625"
"660702","","","","0","0","0","","","","0","0","0","","",""
"660750","0","0","0","","","","","","","","","","","",""
"670610","","","","","","","","","","0","0","0","","",""
"670661","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"670679","","","","","","","0","0","0","","","","","",""
"670704","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"670743","","","","0","0","0","","","","","","","","",""
"680604","0","0","0","","","","","","","","","","","",""
"680644","","","","","","","0","0","0","","","","","",""
"680658","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"680659","","","","","","","","","","0","0","0","","",""
"680708","","","","0","0","0","","","","","","","","",""
"690638","","","","0","0","0","","","","","","","","",""
"690699","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"690740","","","","","","","0","0","0","","","","","",""
"690747","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"690751","","","","","","","","","","0","0","0","","",""
"700607","","","","","","","0","0","0","","","","","",""
"700689","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"700697","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"700725","","","","","","","","","","0","0","0","","",""
"700740","","","","0","0","0","","","","","","","","",""
"710625","","","","","","","","","","","","","0.1875","0.1875","0.1875"
"710649","","","","","","","0","0","0","","","","","",""
"710706","0","0","0","","","","","","","","","","","",""
"710720","","","","","","","","","","0","0","0","","",""
"710754","","","","0","0","0","","","","","","","","",""
"720604","","","","","","","","","","0","0","0","","",""
"720636","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"720651","","","","","","","0","0","0","","","","","",""
"720714","","","","0","0","0","","","","","","","","",""
"720740","0","0","0","","","","","","","","","","","",""
"730642","","","","","","","","","","","","","0.125","0.125","0.125"
"730713","","","","","","","","","","0","0","0","","",""
"730735","","","","0","0","0","","","","","","","","",""
"730737","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"730743","","","","","","","0","0","0","","","","","",""
"740623","","","","0","0","0","","","","","","","","",""
"740634","0.09375","0.09375","0.09375","","","","","","","","","","","",""
"740668","","","","","","","","","","0","0","0","","",""
"740675","","","","","","","0","0","0","","","","","",""
"740742","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"750619","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"750620","","","","","","","0","0","0","","","","","",""
"750653","","","","","","","","","","0","0","0","","",""
"750699","","","","0","0","0","","","","","","","","",""
"750746","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"760604","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"760619","","","","","","","","","","0","0","0","","",""
"760691","","","","0","0","0","","","","","","","","",""
"760708","","","","","","","0","0","0","","","","","",""
"760763","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"770610","","","","","","","","","","0","0","0","","",""
"770613","","","","","","","0","0","0","","","","","",""
"770639","","","","","","","","","","","","","0","0","0"
"770644","","","","0","0","0","","","","","","","","",""
"770704","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"780600","0","0","0","","","","","","","","","","0","0","0"
"780661","","","","0","0","0","","","","","","","","",""
"780686","","","","","","","","","","0","0","0","","",""
"780748","","","","","","","0","0","0","","","","","",""
"790622","","","","","","","0","0","0","","","","","",""
"790655","","","","0","0","0","","","","","","","","",""
"790689","","","","","","","","","","0","0","0","","",""
"790744","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"790766","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"800603","","","","","","","0","0","0","","","","","",""
"800619","0.25","0.25","0.25","","","","","","","","","","","",""
"800624","","","","","","","","","","","","","0.15625","0.15625","0.15625"
"800644","","","","0","0","0","","","","","","","","",""
"800726","","","","","","","","","","0","0","0","","",""
"810617","","","","0","0","0","","","","","","","","",""
"810667","","","","","","","0","0","0","","","","","",""
"810693","","","","","","","","","","0","0","0","","",""
"810726","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"810727","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"820621","","","","","","","0","0","0","","","","","",""
"820622","","","","","","","","","","0","0","0","","",""
"820651","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"820654","","","","0","0","0","","","","","","","","",""
"820728","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"830611","","","","","","","0","0","0","","","","","",""
"830630","","","","","","","","","","0","0","0","","",""
"830683","0.125","0.125","0.125","","","","","","","","","","","",""
"830684","","","","","","","","","","","","","0","0","0"
"830730","","","","0","0","0","","","","","","","","",""
"840616","0.125","0.125","0.125","","","","","","","","","","","",""
"840645","","","","","","","0","0","0","0","0","0","","",""
"840652","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"840689","","","","0","0","0","","","","","","","","",""
"850618","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"850633","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"850669","","","","0","0","0","","","","","","","","",""
"850694","","","","","","","","","","0","0","0","","",""
"850758","","","","","","","0","0","0","","","","","",""
"860600","","","","","","","0","0","0","","","","","",""
"860607","0.125","0.125","0.125","","","","","","","","","","","",""
"860613","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"860666","","","","0","0","0","","","","","","","","",""
"860708","","","","","","","","","","0","0","0","","",""
"870612","","","","","","","","","","0","0","0","","",""
"870625","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"870670","","","","","","","0","0","0","","","","","",""
"870675","0.15625","0.15625","0.15625","","","","","","","","","","","",""
"870759","","","","0","0","0","","","","","","","","",""
"880603","","","","","","","","","","","","","0","0","0"
"880622","","","","","","","","","","0","0","0","","",""
"880686","","","","","","","0","0","0","","","","","",""
"880710","0.1875","0.1875","0.1875","","","","","","","","","","","",""
"880711","","","","0","0","0","","","","","","","","",""
"890606","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"890621","","","","","","","","","","0","0","0","","",""
"890625","","","","0","0","0","","","","","","","","",""
"890637","","","","","","","0","0","0","","","","","",""
"890639","0.40625","0.40625","0.40625","","","","","","","","","","","",""
"900629","","","","0","0","0","","","","","","","","",""
"900644","","","","","","","","","","0","0","0","","",""
"900675","","","","","","","0","0","0","","","","","",""
"900705","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"900708","0.125","0.125","0.125","","","","","","","","","","","",""
"910602","","","","","","","","","","0","0","0","","",""
"910645","","","","","","","0","0","0","","","","","",""
"910667","0","0","0","","","","","","","","","","","",""
"910735","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"910744","","","","0","0","0","","","","","","","","",""
"920600","","","","0","0","0","","","","","","","","",""
"920624","0.46875","0.46875","0.46875","","","","","","","","","","","",""
"920644","","","","","","","0","0","0","","","","","",""
"920709","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"920757","","","","","","","","","","0.03125","0.03125","0.03125","","",""
"930614","","","","0","0","0","","","","","","","","",""
"930645","","","","","","","0","0","0","","","","","",""
"930659","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"930661","0.40625","0.40625","0.40625","","","","","","","","","","","",""
"930693","","","","","","","","","","0","0","0","","",""
"940611","","","","0","0","0","","","","","","","","",""
"940637","","","","","","","","","","","","","0","0","0"
"940663","0.5625","0.5625","0.5625","","","","","","","","","","","",""
"940675","","","","","","","","","","0","0","0","","",""
"940720","","","","","","","0","0","0","","","","","",""
"950609","","","","","","","0","0","0","","","","","",""
"950664","0.75","0.75","0.75","","","","","","","","","","","",""
"950707","","","","","","","","","","0","0","0","","",""
"950708","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"950769","","","","0","0","0","","","","","","","","",""
"960633","0.21875","0.21875","0.21875","","","","","","","","","","","",""
"960694","","","","","","","0","0","0","","","","","",""
"960705","","","","","","","","","","0","0","0","","",""
"960746","","","","0","0","0","","","","","","","","",""
"960748","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"970607","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"970625","","","","","","","","","","0","0","0","","",""
"970645","","","","0","0","0","","","","","","","","",""
"970676","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"970704","","","","","","","0","0","0","","","","","",""
"980605","","","","","","","","","","0","0","0","","",""
"980614","","","","","","","0","0","0","","","","","",""
"980627","","","","0","0","0","","","","","","","","",""
"980667","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"980693","0","0","0","","","","","","","","","","","",""
"990615","","","","","","","0","0","0","","","","","",""
"990616","0.34375","0.34375","0.34375","","","","","","","","","","","",""
"990690","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"990720","","","","","","","","","","0","0","0","","",""
"990761","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"1000646","0.625","0.625","0.625","","","","","","","","","","","",""
"1000683","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"1000760","","","","","","","0","0","0","","","","","",""
"1000761","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"1000763","","","","","","","","","","0","0","0","","",""
"1010619","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"1010620","","","","","","","","","","","","","0.09375","0.09375","0.09375"
"1010696","","","","0","0","0","","","","","","","","",""
"1010717","","","","","","","","","","0","0","0","","",""
"1010740","","","","","","","0","0","0","","","","","",""
"1020613","","","","","","","0","0","0","","","","","",""
"1020628","0.40625","0.40625","0.40625","","","","","","","","","","","",""
"1020636","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"1020671","","","","0","0","0","","","","","","","","",""
"1020685","","","","","","","","","","0","0","0","","",""
"1030633","0.3125","0.3125","0.3125","","","","","","","","","","0","0","0"
"1030640","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"1030723","","","","","","","0","0","0","","","","","",""
"1030729","","","","","","","","","","0","0","0","","",""
"1040634","","","","0","0","0","","","","","","","","",""
"1040650","","","","","","","0","0","0","","","","","",""
"1040657","0.6875","0.6875","0.6875","","","","","","","","","","","",""
"1040663","","","","","","","","","","0","0","0","","",""
"1040696","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"1050618","0.65625","0.65625","0.65625","","","","","","","","","","","",""
"1050633","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"1050644","","","","","","","0","0","0","","","","","",""
"1050646","","","","","","","","","","0","0","0","","",""
"1050665","","","","0.03125","0.03125","0.03125","","","","","","","","",""
"1060618","","","","","","","0","0","0","","","","","",""
"1060624","","","","","","","","","","0","0","0","","",""
"1060674","0.5","0.5","0.5","","","","","","","","","","","",""
"1060708","","","","0","0","0","","","","","","","","",""
"1060720","","","","","","","","","","","","","0.03125","0.03125","0.03125"
"1070622","0.34375","0.34375","0.34375","","","","","","","","","","","",""
"1070638","","","","","","","0","0","0","","","","","",""
"1070648","","","","","","","","","","0","0","0","","",""
"1070664","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"1070715","","","","0","0","0","","","","","","","","",""
"1080627","","","","0","0","0","","","","","","","","",""
"1080676","0.25","0.25","0.25","","","","","","","","","","","",""
"1080698","","","","","","","","","","0","0","0","","",""
"1080731","","","","","","","","","","","","","0.0625","0.0625","0.0625"
"1080753","","","","","","","0","0","0","","","","","",""
