"Step","seed0_date2024-12-09_02-36-28 - win_rate","seed0_date2024-12-09_02-36-28 - win_rate__MIN","seed0_date2024-12-09_02-36-28 - win_rate__MAX","seed3_date2024-12-09_02-37-26 - win_rate","seed3_date2024-12-09_02-37-26 - win_rate__MIN","seed3_date2024-12-09_02-37-26 - win_rate__MAX","seed4_date2024-12-09_02-37-42 - win_rate","seed4_date2024-12-09_02-37-42 - win_rate__MIN","seed4_date2024-12-09_02-37-42 - win_rate__MAX","seed1_date2024-12-09_02-36-50 - win_rate","seed1_date2024-12-09_02-36-50 - win_rate__MIN","seed1_date2024-12-09_02-36-50 - win_rate__MAX","seed2_date2024-12-09_02-37-07 - win_rate","seed2_date2024-12-09_02-37-07 - win_rate__MIN","seed2_date2024-12-09_02-37-07 - win_rate__MAX"
"160239","","","","","","","","","","","","","0","0","0"
"170221","","","","0","0","0","","","","","","","","",""
"170224","","","","","","","","","","","","","0","0","0"
"170226","0","0","0","","","","","","","","","","","",""
"170227","","","","","","","","","","0","0","0","","",""
"170228","","","","","","","0","0","0","","","","","",""
"180229","","","","0","0","0","","","","","","","","",""
"180238","","","","","","","0","0","0","","","","0","0","0"
"180241","0","0","0","","","","","","","","","","","",""
"180332","","","","","","","","","","0","0","0","","",""
"190220","","","","","","","0","0","0","","","","","",""
"190232","","","","","","","","","","","","","0","0","0"
"190236","","","","0","0","0","","","","","","","","",""
"190238","0","0","0","","","","","","","","","","","",""
"190315","","","","","","","","","","0","0","0","","",""
"200238","0","0","0","","","","","","","","","","","",""
"200239","","","","0","0","0","","","","","","","","",""
"200240","","","","","","","","","","0","0","0","","",""
"200242","","","","","","","0","0","0","","","","","",""
"200244","","","","","","","","","","","","","0","0","0"
"210227","","","","","","","","","","","","","0","0","0"
"210231","","","","","","","","","","0","0","0","","",""
"210236","0","0","0","","","","","","","","","","","",""
"210238","","","","","","","0","0","0","","","","","",""
"210241","","","","0","0","0","","","","","","","","",""
"220223","","","","","","","0","0","0","","","","","",""
"220228","","","","0","0","0","","","","","","","","",""
"220229","0","0","0","","","","","","","","","","","",""
"220242","","","","","","","","","","","","","0","0","0"
"220369","","","","","","","","","","0","0","0","","",""
"230225","0","0","0","0","0","0","","","","","","","","",""
"230233","","","","","","","","","","","","","0","0","0"
"230242","","","","","","","0","0","0","","","","","",""
"230286","","","","","","","","","","0","0","0","","",""
"240229","","","","0","0","0","","","","","","","","",""
"240238","","","","","","","0","0","0","","","","0","0","0"
"240246","0","0","0","","","","","","","","","","","",""
"240311","","","","","","","","","","0","0","0","","",""
"250224","","","","0","0","0","","","","","","","","",""
"250235","","","","","","","","","","","","","0","0","0"
"250236","","","","","","","0","0","0","","","","","",""
"250237","0","0","0","","","","","","","","","","","",""
"250357","","","","","","","","","","0","0","0","","",""
"260224","0","0","0","","","","","","","","","","","",""
"260229","","","","","","","","","","","","","0","0","0"
"260234","","","","","","","0","0","0","","","","","",""
"260236","","","","0","0","0","","","","","","","","",""
"260296","","","","","","","","","","0","0","0","","",""
"270220","","","","","","","0","0","0","","","","","",""
"270227","","","","0","0","0","","","","","","","","",""
"270237","","","","","","","","","","","","","0","0","0"
"270240","0","0","0","","","","","","","","","","","",""
"270355","","","","","","","","","","0","0","0","","",""
"280223","","","","","","","0","0","0","","","","","",""
"280231","","","","","","","","","","","","","0","0","0"
"280240","","","","0","0","0","","","","","","","","",""
"280245","0","0","0","","","","","","","","","","","",""
"280306","","","","","","","","","","0","0","0","","",""
"290220","","","","","","","","","","","","","0","0","0"
"290223","0","0","0","","","","","","","","","","","",""
"290226","","","","0","0","0","","","","","","","","",""
"290227","","","","","","","0","0","0","","","","","",""
"290337","","","","","","","","","","0","0","0","","",""
"300224","","","","0","0","0","","","","","","","","",""
"300234","","","","","","","0","0","0","","","","","",""
"300235","","","","","","","","","","","","","0","0","0"
"300245","0","0","0","","","","","","","","","","","",""
"300323","","","","","","","","","","0","0","0","","",""
"310221","","","","0","0","0","","","","","","","","",""
"310222","","","","","","","","","","","","","0","0","0"
"310233","0","0","0","","","","","","","","","","","",""
"310238","","","","","","","0","0","0","","","","","",""
"310279","","","","","","","","","","0","0","0","","",""
"320221","0","0","0","0","0","0","","","","","","","","",""
"320223","","","","","","","","","","","","","0","0","0"
"320240","","","","","","","0","0","0","","","","","",""
"320252","","","","","","","","","","0","0","0","","",""
"330229","0","0","0","","","","","","","","","","","",""
"330230","","","","","","","","","","","","","0","0","0"
"330236","","","","","","","0","0","0","","","","","",""
"330244","","","","0","0","0","","","","","","","","",""
"330321","","","","","","","","","","0","0","0","","",""
"340230","","","","","","","","","","0","0","0","","",""
"340234","0","0","0","","","","","","","","","","","",""
"340242","","","","0","0","0","","","","","","","0","0","0"
"340246","","","","","","","0","0","0","","","","","",""
"350225","","","","0","0","0","","","","","","","","",""
"350232","0","0","0","","","","","","","","","","","",""
"350233","","","","","","","0","0","0","","","","","",""
"350238","","","","","","","","","","","","","0","0","0"
"350265","","","","","","","","","","0","0","0","","",""
"360230","0","0","0","","","","","","","","","","","",""
"360233","","","","","","","0","0","0","","","","","",""
"360235","","","","","","","","","","","","","0","0","0"
"360241","","","","0","0","0","","","","","","","","",""
"360245","","","","","","","","","","0","0","0","","",""
"370232","","","","","","","","","","","","","0","0","0"
"370236","0","0","0","","","","","","","","","","","",""
"370238","","","","","","","0","0","0","","","","","",""
"370249","","","","0","0","0","","","","","","","","",""
"370306","","","","","","","","","","0","0","0","","",""
"380227","","","","","","","","","","","","","0","0","0"
"380231","","","","","","","0","0","0","","","","","",""
"380240","","","","0","0","0","","","","","","","","",""
"380242","0","0","0","","","","","","","","","","","",""
"380316","","","","","","","","","","0","0","0","","",""
"390242","","","","","","","0","0","0","","","","","",""
"390243","","","","","","","","","","","","","0","0","0"
"390246","","","","0","0","0","","","","","","","","",""
"390247","0","0","0","","","","","","","","","","","",""
"390300","","","","","","","","","","0","0","0","","",""
"400221","","","","","","","","","","","","","0","0","0"
"400234","","","","","","","0","0","0","","","","","",""
"400236","","","","0","0","0","","","","","","","","",""
"400241","0","0","0","","","","","","","","","","","",""
"400285","","","","","","","","","","0","0","0","","",""
"410221","","","","","","","","","","","","","0","0","0"
"410226","","","","0","0","0","","","","","","","","",""
"410240","","","","","","","0","0","0","","","","","",""
"410243","0","0","0","","","","","","","","","","","",""
"410256","","","","","","","","","","0","0","0","","",""
"420221","0","0","0","","","","","","","","","","","",""
"420239","","","","","","","","","","","","","0","0","0"
"420244","","","","0","0","0","","","","","","","","",""
"420248","","","","","","","0","0","0","","","","","",""
"420314","","","","","","","","","","0","0","0","","",""
"430223","0","0","0","","","","","","","","","","","",""
"430227","","","","0","0","0","","","","","","","","",""
"430232","","","","","","","","","","","","","0","0","0"
"430245","","","","","","","0","0","0","","","","","",""
"430343","","","","","","","","","","0","0","0","","",""
"440222","","","","","","","0","0","0","","","","","",""
"440233","","","","","","","","","","","","","0","0","0"
"440234","0","0","0","","","","","","","","","","","",""
"440239","","","","0","0","0","","","","","","","","",""
"440261","","","","","","","","","","0","0","0","","",""
"450222","","","","","","","","","","","","","0","0","0"
"450225","0","0","0","","","","","","","","","","","",""
"450233","","","","0","0","0","","","","","","","","",""
"450244","","","","","","","0","0","0","","","","","",""
"450354","","","","","","","","","","0","0","0","","",""
"460221","","","","","","","0","0","0","","","","","",""
"460224","","","","0","0","0","","","","","","","","",""
"460228","","","","","","","","","","0","0","0","","",""
"460231","","","","","","","","","","","","","0","0","0"
"460242","0","0","0","","","","","","","","","","","",""
"470220","","","","","","","","","","","","","0","0","0"
"470225","","","","","","","","","","0","0","0","","",""
"470227","","","","0","0","0","","","","","","","","",""
"470239","","","","","","","0","0","0","","","","","",""
"470243","0","0","0","","","","","","","","","","","",""
"480228","","","","","","","0","0","0","","","","","",""
"480232","","","","0","0","0","","","","","","","0","0","0"
"480244","0","0","0","","","","","","","","","","","",""
"480358","","","","","","","","","","0","0","0","","",""
"490226","0","0","0","","","","","","","","","","","",""
"490231","","","","0","0","0","","","","","","","","",""
"490241","","","","","","","","","","","","","0","0","0"
"490246","","","","","","","","","","0","0","0","","",""
"490247","","","","","","","0","0","0","","","","","",""
"500223","","","","","","","","","","","","","0","0","0"
"500235","","","","","","","0","0","0","","","","","",""
"500245","0","0","0","","","","","","","","","","","",""
"500247","","","","0","0","0","","","","","","","","",""
"500349","","","","","","","","","","0","0","0","","",""
"510226","0","0","0","","","","","","","","","","","",""
"510237","","","","0","0","0","","","","","","","","",""
"510239","","","","","","","","","","","","","0","0","0"
"510242","","","","","","","0","0","0","","","","","",""
"510320","","","","","","","","","","0","0","0","","",""
"520235","","","","","","","","","","","","","0","0","0"
"520238","","","","0","0","0","","","","","","","","",""
"520239","0","0","0","","","","","","","","","","","",""
"520245","","","","","","","0","0","0","","","","","",""
"520315","","","","","","","","","","0","0","0","","",""
"530227","0","0","0","","","","","","","","","","","",""
"530239","","","","","","","","","","0","0","0","","",""
"530242","","","","0","0","0","0","0","0","","","","","",""
"530245","","","","","","","","","","","","","0","0","0"
"540225","","","","","","","","","","","","","0","0","0"
"540230","","","","","","","","","","0","0","0","","",""
"540238","","","","0","0","0","0","0","0","","","","","",""
"540245","0","0","0","","","","","","","","","","","",""
"550232","","","","","","","0","0","0","","","","","",""
"550238","","","","0","0","0","","","","","","","","",""
"550240","0","0","0","","","","","","","","","","","",""
"550245","","","","","","","","","","","","","0","0","0"
"550290","","","","","","","","","","0","0","0","","",""
"560222","","","","","","","","","","","","","0","0","0"
"560223","","","","","","","","","","0","0","0","","",""
"560235","","","","","","","0","0","0","","","","","",""
"560239","0","0","0","0","0","0","","","","","","","","",""
"570223","","","","","","","","","","0","0","0","","",""
"570231","","","","","","","","","","","","","0","0","0"
"570233","","","","0","0","0","","","","","","","","",""
"570241","0","0","0","","","","","","","","","","","",""
"570243","","","","","","","0","0","0","","","","","",""
"580231","","","","","","","0","0","0","","","","0","0","0"
"580234","","","","0","0","0","","","","","","","","",""
"580237","0","0","0","","","","","","","","","","","",""
"580245","","","","","","","","","","0","0","0","","",""
"590223","","","","","","","0","0","0","","","","","",""
"590233","","","","0","0","0","","","","","","","","",""
"590237","","","","","","","","","","","","","0","0","0"
"590277","0","0","0","","","","","","","","","","","",""
"590297","","","","","","","","","","0","0","0","","",""
"600221","0","0","0","","","","","","","","","","","",""
"600233","","","","","","","","","","","","","0","0","0"
"600236","","","","","","","0","0","0","","","","","",""
"600247","","","","0","0","0","","","","","","","","",""
"600298","","","","","","","","","","0","0","0","","",""
"610235","","","","0","0","0","","","","","","","","",""
"610237","","","","","","","0","0","0","","","","0","0","0"
"610243","0","0","0","","","","","","","","","","","",""
"610295","","","","","","","","","","0","0","0","","",""
"620227","0","0","0","0","0","0","","","","","","","","",""
"620238","","","","","","","","","","","","","0","0","0"
"620242","","","","","","","0","0","0","","","","","",""
"620304","","","","","","","","","","0","0","0","","",""
"630227","0","0","0","","","","","","","","","","","",""
"630239","","","","","","","","","","","","","0","0","0"
"630242","","","","0","0","0","","","","","","","","",""
"630246","","","","","","","0","0","0","","","","","",""
"630267","","","","","","","","","","0","0","0","","",""
"640220","0","0","0","","","","","","","","","","","",""
"640225","","","","","","","","","","","","","0","0","0"
"640235","","","","0","0","0","","","","","","","","",""
"640246","","","","","","","0","0","0","","","","","",""
"640287","","","","","","","","","","0","0","0","","",""
"650220","","","","","","","0","0","0","","","","","",""
"650223","","","","","","","","","","","","","0","0","0"
"650236","","","","0","0","0","","","","","","","","",""
"650246","0","0","0","","","","","","","","","","","",""
"650287","","","","","","","","","","0","0","0","","",""
"660222","","","","","","","","","","","","","0","0","0"
"660238","","","","0","0","0","0","0","0","","","","","",""
"660245","0","0","0","","","","","","","","","","","",""
"660352","","","","","","","","","","0","0","0","","",""
"670226","","","","","","","","","","","","","0","0","0"
"670239","0","0","0","","","","","","","","","","","",""
"670245","","","","","","","0","0","0","","","","","",""
"670246","","","","0","0","0","","","","","","","","",""
"670367","","","","","","","","","","0","0","0","","",""
"680223","","","","","","","0","0","0","","","","","",""
"680229","","","","0","0","0","","","","","","","","",""
"680230","","","","","","","","","","","","","0","0","0"
"680243","0","0","0","","","","","","","","","","","",""
"680348","","","","","","","","","","0","0","0","","",""
"690236","","","","","","","","","","","","","0","0","0"
"690238","","","","0","0","0","","","","","","","","",""
"690242","","","","","","","0","0","0","","","","","",""
"690248","0","0","0","","","","","","","","","","","",""
"690338","","","","","","","","","","0","0","0","","",""
"700222","","","","0","0","0","","","","","","","","",""
"700227","","","","","","","","","","","","","0","0","0"
"700235","","","","","","","0","0","0","","","","","",""
"700248","0","0","0","","","","","","","","","","","",""
"700348","","","","","","","","","","0","0","0","","",""
"710220","","","","","","","","","","0","0","0","","",""
"710223","","","","","","","0","0","0","","","","","",""
"710226","","","","","","","","","","","","","0","0","0"
"710235","","","","0","0","0","","","","","","","","",""
"710248","0","0","0","","","","","","","","","","","",""
"720225","","","","0","0","0","","","","","","","","",""
"720229","","","","","","","","","","","","","0","0","0"
"720236","","","","","","","0","0","0","","","","","",""
"720241","0","0","0","","","","","","","","","","","",""
"720346","","","","","","","","","","0","0","0","","",""
"730222","","","","0","0","0","","","","","","","","",""
"730225","","","","","","","0","0","0","","","","","",""
"730227","0","0","0","","","","","","","","","","","",""
"730233","","","","","","","","","","","","","0","0","0"
"730311","","","","","","","","","","0","0","0","","",""
"740227","","","","","","","0","0","0","","","","","",""
"740230","","","","","","","","","","","","","0","0","0"
"740240","","","","0","0","0","","","","","","","","",""
"740246","0","0","0","","","","","","","","","","","",""
"740300","","","","","","","","","","0","0","0","","",""
"750228","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"750230","","","","0","0","0","","","","","","","0","0","0"
"750233","","","","","","","0","0","0","","","","","",""
"750309","","","","","","","","","","0","0","0","","",""
"760230","0","0","0","","","","","","","","","","","",""
"760243","","","","","","","","","","","","","0","0","0"
"760244","","","","","","","0","0","0","","","","","",""
"760245","","","","0","0","0","","","","","","","","",""
"760285","","","","","","","","","","0","0","0","","",""
"770221","","","","","","","","","","","","","0","0","0"
"770236","","","","0","0","0","","","","","","","","",""
"770241","0","0","0","","","","0","0","0","","","","","",""
"770253","","","","","","","","","","0","0","0","","",""
"780220","","","","","","","0","0","0","","","","","",""
"780227","","","","0","0","0","","","","","","","","",""
"780243","","","","","","","","","","","","","0","0","0"
"780251","0","0","0","","","","","","","0","0","0","","",""
"790236","","","","","","","0","0","0","","","","","",""
"790237","0","0","0","","","","","","","","","","","",""
"790242","","","","","","","","","","","","","0","0","0"
"790244","","","","0","0","0","","","","","","","","",""
"790304","","","","","","","","","","0","0","0","","",""
"800232","0","0","0","","","","0","0","0","","","","","",""
"800235","","","","0","0","0","","","","","","","","",""
"800240","","","","","","","","","","","","","0","0","0"
"800292","","","","","","","","","","0","0","0","","",""
"810220","","","","","","","0","0","0","","","","","",""
"810222","","","","","","","","","","","","","0","0","0"
"810245","","","","0","0","0","","","","","","","","",""
"810247","0","0","0","","","","","","","","","","","",""
"810250","","","","","","","","","","0","0","0","","",""
"820225","0","0","0","","","","","","","","","","0","0","0"
"820237","","","","0","0","0","","","","","","","","",""
"820244","","","","","","","0","0","0","","","","","",""
"820278","","","","","","","","","","0","0","0","","",""
"830220","","","","","","","0","0","0","","","","","",""
"830226","","","","","","","","","","0","0","0","","",""
"830229","0","0","0","","","","","","","","","","0","0","0"
"830240","","","","0","0","0","","","","","","","","",""
"840222","","","","","","","0","0","0","","","","","",""
"840234","","","","0","0","0","","","","","","","","",""
"840244","","","","","","","","","","","","","0","0","0"
"840251","0","0","0","","","","","","","","","","","",""
"840282","","","","","","","","","","0","0","0","","",""
"850237","0.03125","0.03125","0.03125","0","0","0","","","","","","","","",""
"850242","","","","","","","","","","","","","0","0","0"
"850244","","","","","","","0","0","0","","","","","",""
"850300","","","","","","","","","","0","0","0","","",""
"860222","","","","","","","","","","","","","0","0","0"
"860228","0","0","0","","","","","","","","","","","",""
"860229","","","","0","0","0","","","","","","","","",""
"860240","","","","","","","0","0","0","","","","","",""
"860262","","","","","","","","","","0","0","0","","",""
"870221","","","","","","","","","","","","","0","0","0"
"870234","","","","","","","0","0","0","","","","","",""
"870240","","","","0","0","0","","","","","","","","",""
"870243","0","0","0","","","","","","","","","","","",""
"870265","","","","","","","","","","0","0","0","","",""
"880220","","","","0","0","0","","","","","","","","",""
"880226","0","0","0","","","","","","","","","","","",""
"880233","","","","","","","","","","","","","0","0","0"
"880236","","","","","","","0","0","0","","","","","",""
"880332","","","","","","","","","","0","0","0","","",""
"890222","","","","","","","0","0","0","","","","","",""
"890230","","","","","","","","","","","","","0","0","0"
"890234","0","0","0","","","","","","","","","","","",""
"890243","","","","","","","","","","0","0","0","","",""
"890328","","","","0","0","0","","","","","","","","",""
"900229","0","0","0","","","","","","","","","","","",""
"900230","","","","","","","","","","","","","0","0","0"
"900234","","","","","","","0","0","0","","","","","",""
"900333","","","","0","0","0","","","","","","","","",""
"900337","","","","","","","","","","0","0","0","","",""
"910223","","","","","","","0","0","0","","","","","",""
"910233","","","","","","","","","","","","","0","0","0"
"910243","","","","","","","","","","0","0","0","","",""
"910245","0","0","0","","","","","","","","","","","",""
"910312","","","","0","0","0","","","","","","","","",""
"920228","","","","","","","0","0","0","","","","","",""
"920231","","","","0","0","0","","","","","","","","",""
"920233","","","","","","","","","","","","","0","0","0"
"920239","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"920359","","","","","","","","","","0","0","0","","",""
"930229","0","0","0","","","","","","","","","","","",""
"930230","","","","","","","0","0","0","","","","0","0","0"
"930235","","","","","","","","","","0","0","0","","",""
"930238","","","","0","0","0","","","","","","","","",""
"940223","","","","","","","0","0","0","","","","","",""
"940226","","","","","","","","","","","","","0","0","0"
"940234","","","","0","0","0","","","","","","","","",""
"940242","0","0","0","","","","","","","","","","","",""
"940282","","","","","","","","","","0","0","0","","",""
"950226","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"950228","","","","","","","0","0","0","","","","","",""
"950241","","","","","","","","","","","","","0","0","0"
"950283","","","","","","","","","","0","0","0","","",""
"950306","","","","0","0","0","","","","","","","","",""
"960220","","","","","","","","","","","","","0","0","0"
"960233","0","0","0","0","0","0","","","","","","","","",""
"960239","","","","","","","0","0","0","","","","","",""
"960241","","","","","","","","","","0","0","0","","",""
"970223","","","","","","","0","0","0","","","","","",""
"970236","","","","","","","","","","","","","0","0","0"
"970263","0","0","0","","","","","","","","","","","",""
"970277","","","","","","","","","","0","0","0","","",""
"970323","","","","0","0","0","","","","","","","","",""
"980225","","","","","","","0","0","0","","","","","",""
"980230","","","","","","","","","","","","","0","0","0"
"980246","0","0","0","","","","","","","","","","","",""
"980364","","","","","","","","","","0","0","0","","",""
"980368","","","","0","0","0","","","","","","","","",""
"990223","","","","","","","","","","","","","0","0","0"
"990235","0","0","0","","","","0","0","0","","","","","",""
"990270","","","","0","0","0","","","","","","","","",""
"990327","","","","","","","","","","0","0","0","","",""
"1000221","","","","","","","","","","","","","0","0","0"
"1000224","0","0","0","","","","","","","","","","","",""
"1000238","","","","","","","0","0","0","","","","","",""
"1000257","","","","0","0","0","","","","","","","","",""
"1000285","","","","","","","","","","0","0","0","","",""
"1010223","","","","","","","0","0","0","","","","","",""
"1010224","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"1010245","","","","","","","","","","","","","0","0","0"
"1010266","","","","0","0","0","","","","","","","","",""
"1010270","","","","","","","","","","0","0","0","","",""
"1020220","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"1020240","","","","","","","0","0","0","","","","","",""
"1020243","","","","","","","","","","","","","0","0","0"
"1020244","","","","0","0","0","","","","","","","","",""
"1020253","","","","","","","","","","0","0","0","","",""
"1030231","","","","","","","","","","","","","0","0","0"
"1030237","","","","","","","0","0","0","","","","","",""
"1030251","0.03125","0.03125","0.03125","0","0","0","","","","","","","","",""
"1030362","","","","","","","","","","0","0","0","","",""
"1040232","","","","","","","","","","","","","0","0","0"
"1040235","0","0","0","","","","","","","","","","","",""
"1040243","","","","","","","0","0","0","","","","","",""
"1040289","","","","0","0","0","","","","","","","","",""
"1040363","","","","","","","","","","0","0","0","","",""
"1050222","","","","","","","","","","","","","0","0","0"
"1050224","","","","0","0","0","","","","","","","","",""
"1050230","","","","","","","0","0","0","","","","","",""
"1050235","0","0","0","","","","","","","","","","","",""
"1050325","","","","","","","","","","0","0","0","","",""
"1060220","","","","","","","","","","","","","0","0","0"
"1060229","","","","","","","0","0","0","","","","","",""
"1060250","0","0","0","","","","","","","","","","","",""
"1060295","","","","0","0","0","","","","","","","","",""
"1060347","","","","","","","","","","0","0","0","","",""
"1070222","","","","0","0","0","","","","","","","","",""
"1070225","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"1070228","","","","","","","","","","0","0","0","","",""
"1070231","","","","","","","","","","","","","0","0","0"
"1070245","","","","","","","0","0","0","","","","","",""
"1080221","","","","","","","","","","","","","0","0","0"
"1080232","0","0","0","","","","","","","","","","","",""
"1080237","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"1080340","","","","","","","","","","0","0","0","","",""
"1080369","","","","0","0","0","","","","","","","","",""
"1090221","","","","","","","","","","","","","0","0","0"
"1090230","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"1090241","","","","","","","0","0","0","","","","","",""
"1090245","","","","","","","","","","0","0","0","","",""
"1090329","","","","0","0","0","","","","","","","","",""
"1100223","","","","","","","","","","","","","0","0","0"
"1100235","","","","","","","0","0","0","","","","","",""
"1100248","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"1100253","","","","","","","","","","0","0","0","","",""
"1100310","","","","0","0","0","","","","","","","","",""
"1110225","","","","","","","0","0","0","","","","","",""
"1110227","","","","","","","","","","0","0","0","","",""
"1110235","","","","","","","","","","","","","0","0","0"
"1110262","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"1110304","","","","0","0","0","","","","","","","","",""
"1120221","","","","","","","0","0","0","","","","","",""
"1120227","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"1120249","","","","","","","","","","","","","0","0","0"
"1120306","","","","","","","","","","0","0","0","","",""
"1120345","","","","0","0","0","","","","","","","","",""
"1130225","","","","","","","","","","","","","0","0","0"
"1130229","","","","","","","","","","0","0","0","","",""
"1130230","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"1130234","","","","0","0","0","","","","","","","","",""
"1130246","","","","","","","0","0","0","","","","","",""
"1140221","","","","","","","","","","","","","0","0","0"
"1140233","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"1140243","","","","","","","0.03125","0.03125","0.03125","","","","","",""
"1140282","","","","","","","","","","0","0","0","","",""
"1140315","","","","0","0","0","","","","","","","","",""
"1150228","","","","0","0","0","","","","","","","","",""
"1150233","","","","","","","","","","","","","0","0","0"
"1150239","","","","","","","0","0","0","","","","","",""
"1150244","","","","","","","","","","0","0","0","","",""
"1150251","0","0","0","","","","","","","","","","","",""
"1160223","","","","0","0","0","","","","","","","","",""
"1160224","0.03125","0.03125","0.03125","","","","","","","","","","","",""
"1160226","","","","","","","","","","","","","0","0","0"
"1160251","","","","","","","0","0","0","","","","","",""
"1160368","","","","","","","","","","0","0","0","","",""
"1170223","0.0625","0.0625","0.0625","","","","","","","","","","","",""
"1170241","","","","","","","0","0","0","","","","","",""
"1170247","","","","","","","","","","","","","0","0","0"
"1170248","","","","","","","","","","0","0","0","","",""
"1170285","","","","0","0","0","","","","","","","","",""
"1180224","","","","","","","","","","","","","0","0","0"
